ID do Colaborador;Cargo;Salário;Avaliação de Desempenho;Percentual de Bônus;Tempo de Empresa (anos);Data da Última Promoção;Data do Último Treinamento;Flag: Treinamento Antes da Admissão
EMP_46209;Auxiliar Administrativo;8262,47;2;0,0966;14,25;2024-02-01;2025-04-19;Não
EMP_46210;Engenheiro de Dados;6720,15;3;0,1335;14,69;2017-12-18;2025-03-08;Não
EMP_46211;Analista Financeiro;6616,58;5;0,1202;4,84;;2024-09-21;Não
EMP_46212;Diretor de Operações;3599,32;4;0,1649;12,06;;2025-06-28;Não
EMP_46213;Analista Financeiro;6398,38;2;0,11;0,98;;2024-10-14;Não
EMP_46214;Auxiliar Administrativo;3756,18;5;0,06309999999999999;13,89;2021-01-18;;Não
EMP_46215;Analista de Dados;6082,39;4;0,1182;5,35;2023-01-13;2025-06-05;Não
EMP_46216;Coordenador de TI;5313,3;5;0,0913;12,49;;;Não
EMP_46217;Estagiário;4811,67;1;0,0129;7,87;;2023-11-01;Não
EMP_46218;Auxiliar Administrativo;6056,6;4;0,1281;6,53;;;Não
EMP_46219;Coordenador de TI;7354,52;4;0,0817;9,59;;;Não
EMP_46220;Coordenador de TI;9550,91;5;0,0663;10,49;;2025-05-04;Não
EMP_46221;Gerente de RH;7101,97;4;0,053399999999999996;4,15;;2023-12-21;Não
EMP_46222;Gerente de RH;10555,98;3;0,19219999999999998;14,39;2015-03-08;2025-03-31;Não
EMP_46223;Coordenador de TI;6401,85;2;0,1127;2,08;;;Não
EMP_46224;Diretor de Operações;9567,77;4;0,14429999999999998;11,02;2018-06-20;;Não
EMP_46225;Analista Financeiro;6871,17;5;0,0725;13,47;2016-01-16;2024-08-19;Não
EMP_46226;Consultor de BI;6479,58;4;0,09519999999999999;3,6;2023-05-26;2024-07-27;Não
EMP_46227;Analista de Dados;5663,54;5;0,1802;2,76;;;Não
EMP_46228;Consultor de BI;6598,2;5;0,057;15,38;;;Não
EMP_46229;Auxiliar Administrativo;6863,16;5;0,10189999999999999;5,77;2023-07-19;2024-01-05;Não
EMP_46230;Desenvolvedor Python;3165,09;2;0,1503;5,35;;2023-11-05;Não
EMP_46231;Auxiliar Administrativo;7400,11;4;0,076;9,28;;;Não
EMP_46232;Gerente de RH;3032,01;3;0,1528;13,74;2017-02-26;2024-04-29;Não
EMP_46233;Engenheiro de Dados;7402,34;4;0,016399999999999998;11,35;;;Não
EMP_46234;Coordenador de TI;7197,91;1;0,0453;2,94;;2024-09-06;Não
EMP_46235;Analista de Dados;8842,5;5;0,1471;8,05;;2024-11-16;Não
EMP_46236;Estagiário;4275,8;3;0,03;9,44;2024-02-17;2024-11-24;Não
EMP_46237;Diretor de Operações;4025,79;1;0,09609999999999999;12,13;;;Não
EMP_46238;Engenheiro de Dados;8214,52;1;0,1116;14,35;;2024-06-02;Não
EMP_46239;Auxiliar Administrativo;3850,32;2;0,0;10,55;2018-06-08;2023-11-07;Não
EMP_46240;Analista de Dados;3653,53;5;0,1481;2,62;;;Não
EMP_46241;Analista de Dados;6417,24;4;0,09140000000000001;2,54;2024-09-02;2025-04-19;Não
EMP_46242;Consultor de BI;5906,62;2;0,0454;10,56;2021-03-01;2024-12-06;Não
EMP_46243;Estagiário;6310,71;2;0,13140000000000002;11,98;;;Não
EMP_46244;Estagiário;7075,45;2;0,1931;8,76;;;Não
EMP_46245;Consultor de BI;7086,62;4;0,015;1,79;2025-03-05;2023-07-28;Sim
EMP_46246;Auxiliar Administrativo;5844,25;2;0,07519999999999999;4,98;;;Não
EMP_46247;Desenvolvedor Python;6096,31;5;0,1005;1,58;;2025-01-19;Não
EMP_46248;Gerente de RH;5866,03;3;0,1408;8,72;2024-05-21;2023-09-13;Não
EMP_46249;Desenvolvedor Python;6070,55;5;0,0825;3,32;;;Não
EMP_46250;Analista de Dados;3225,1;5;0,12480000000000001;3,15;;2025-01-12;Não
EMP_46251;Estagiário;7512,78;4;0,09960000000000001;6,82;2021-03-05;;Não
EMP_46252;Diretor de Operações;8098,07;2;0,1079;4,41;2023-04-25;2025-04-12;Não
EMP_46253;Auxiliar Administrativo;7274,86;1;0,16140000000000002;9,88;2017-05-09;;Não
EMP_46254;Auxiliar Administrativo;7121,01;4;0,1477;4,99;2022-07-20;2024-05-15;Não
EMP_46255;Desenvolvedor Python;4018,8;4;0,0716;3,19;;2025-05-17;Não
EMP_46256;Analista Financeiro;3169,48;5;0,1591;11,91;2018-08-28;2024-11-15;Não
EMP_46257;Gerente de RH;7661,79;2;0,1631;13,64;;2023-09-25;Não
EMP_46258;Analista Financeiro;6057,14;5;0,1155;4,57;2025-03-09;2024-04-22;Não
EMP_46259;Engenheiro de Dados;6339,06;3;0,0397;2,69;;2025-04-04;Não
EMP_46260;Estagiário;6428,98;3;0,1423;11,86;;2024-07-09;Não
EMP_46261;Estagiário;6514,11;1;0,0327;3,41;;;Não
EMP_46262;Analista de Dados;7293,08;1;0,06570000000000001;13,07;2025-05-24;;Não
EMP_46263;Desenvolvedor Python;5809,14;3;0,1257;4,36;;;Não
EMP_46264;Consultor de BI;2189,81;4;0,0635;3,21;;2024-05-29;Não
EMP_46265;Coordenador de TI;7376,81;2;0,1225;8,28;;2024-02-20;Não
EMP_46266;Engenheiro de Dados;7155,09;1;0,054900000000000004;13,58;2016-10-26;2023-11-22;Não
EMP_46267;Desenvolvedor Python;3410,71;4;0,0977;1,07;2025-06-25;2023-12-28;Sim
EMP_46268;Diretor de Operações;3667,91;4;0,1198;7,41;2021-09-03;2023-11-08;Não
EMP_46269;Consultor de BI;7765,98;3;0,1405;7,62;;2024-05-13;Não
EMP_46270;Consultor de BI;8238,15;5;0,056600000000000004;1,82;;2024-04-06;Não
EMP_46271;Diretor de Operações;1500,0;4;0,1093;1,7;2025-01-09;;Não
EMP_46272;Analista de Dados;6881,69;3;0,021;5,87;;;Não
EMP_46273;Analista Financeiro;5558,71;4;0,158;9,83;2023-11-23;2023-12-16;Não
EMP_46274;Analista de Dados;6148,33;5;0,1116;0,79;;2024-01-21;Sim
EMP_46275;Diretor de Operações;6262,56;5;0,0095;4,58;2025-04-07;;Não
EMP_46276;Analista de Dados;4475,71;4;0,1898;2,1;;2025-06-01;Não
EMP_46277;Auxiliar Administrativo;7305,34;4;0,1127;5,04;;2025-02-05;Não
EMP_46278;Gerente de RH;4623,7;1;0,1368;13,55;;;Não
EMP_46279;Analista Financeiro;7494,03;3;0,1531;1,33;;2024-10-08;Não
EMP_46280;Consultor de BI;7938,06;4;0,135;13,0;;;Não
EMP_46281;Estagiário;4255,68;4;0,0678;0,77;;2023-08-11;Sim
EMP_46282;Analista Financeiro;4304,56;1;0,10369999999999999;5,86;2023-02-04;2024-12-07;Não
EMP_46283;Desenvolvedor Python;6227,31;3;0,1209;12,75;2015-07-21;2024-03-13;Não
EMP_46284;Analista de Dados;9007,31;2;0,0321;6,55;2022-11-27;2024-08-28;Não
EMP_46285;Engenheiro de Dados;4814,58;1;0,131;13,13;2019-09-03;;Não
EMP_46286;Consultor de BI;5193,61;4;0,0633;6,55;2021-03-01;;Não
EMP_46287;Consultor de BI;6642,14;3;0,04769999999999999;6,81;2019-10-06;2024-09-22;Não
EMP_46288;Consultor de BI;7313,56;2;0,14730000000000001;15,21;;;Não
EMP_46289;Gerente de RH;7053,93;4;0,0443;8,65;2018-12-28;;Não
EMP_46290;Diretor de Operações;6064,59;4;0,12;1,99;;2024-11-17;Não
EMP_46291;Diretor de Operações;5388,96;1;0,061200000000000004;11,88;;2024-11-14;Não
EMP_46292;Consultor de BI;6663,65;5;0,0891;9,97;2025-04-02;;Não
EMP_46293;Desenvolvedor Python;1500,0;2;0,019299999999999998;5,74;2025-06-09;;Não
EMP_46294;Analista Financeiro;9738,51;1;0,12240000000000001;2,3;;;Não
EMP_46295;Estagiário;5628,39;5;0,1483;11,94;;2024-04-08;Não
EMP_46296;Diretor de Operações;6364,6;5;0,1333;2,28;2025-04-08;2025-06-13;Não
EMP_46297;Auxiliar Administrativo;10198,76;1;0,0953;11,74;;2024-06-21;Não
EMP_46298;Estagiário;4517,38;3;0,1409;12,86;;;Não
EMP_46299;Auxiliar Administrativo;10664,24;4;0,09609999999999999;9,26;2018-07-14;2024-07-01;Não
EMP_46300;Estagiário;7479,32;3;0,10490000000000001;8,85;2023-05-14;2024-08-05;Não
EMP_46301;Analista Financeiro;6893,08;3;0,0527;2,57;;;Não
EMP_46302;Analista de Dados;7287,8;3;0,12269999999999999;7,69;2023-06-20;2025-05-02;Não
EMP_46303;Analista Financeiro;4317,03;1;0,2122;8,07;;2024-08-31;Não
EMP_46304;Coordenador de TI;2702,09;5;0,0989;4,96;2024-02-22;;Não
EMP_46305;Engenheiro de Dados;3639,07;5;0,1144;0,59;;2023-10-27;Sim
EMP_46306;Consultor de BI;8174,83;1;0,1993;2,81;2025-02-21;2023-11-08;Não
EMP_46307;Analista Financeiro;4128,86;5;0,1015;8,99;2023-12-14;2025-04-20;Não
EMP_46308;Diretor de Operações;2691,8;2;0,1159;8,5;2022-02-10;2024-02-15;Não
EMP_46309;Engenheiro de Dados;5841,37;2;0,2016;12,84;;2024-02-10;Não
EMP_46310;Engenheiro de Dados;7149,4;5;0,0683;12,54;;;Não
EMP_46311;Gerente de RH;6077,3;2;0,1371;10,08;2021-12-03;2024-05-22;Não
EMP_46312;Diretor de Operações;7212,77;3;0,0966;7,62;2024-07-10;2025-02-08;Não
EMP_46313;Auxiliar Administrativo;8310,03;1;0,1329;7,04;;2023-10-15;Não
EMP_46314;Estagiário;7142,56;5;0,1422;13,28;;2024-04-05;Não
EMP_46315;Auxiliar Administrativo;5691,89;1;0,1451;4,47;;2024-11-25;Não
EMP_46316;Gerente de RH;4911,36;5;0,0959;4,05;2024-05-28;2025-05-19;Não
EMP_46317;Analista Financeiro;7541,61;5;0,0596;4,81;;;Não
EMP_46318;Analista de Dados;6550,63;3;0,1157;7,6;;;Não
EMP_46319;Estagiário;4278,47;1;0,0747;14,87;2019-12-11;;Não
EMP_46320;Gerente de RH;8604,36;4;0,0864;8,59;2018-03-01;2023-10-06;Não
EMP_46321;Diretor de Operações;6524,33;5;0,11359999999999999;9,06;2019-02-13;2024-01-01;Não
EMP_46322;Estagiário;7305,83;1;0,07440000000000001;7,39;2024-08-20;2024-08-04;Não
EMP_46323;Analista Financeiro;5215,96;2;0,0513;1,42;2025-02-12;2025-03-11;Não
EMP_46324;Auxiliar Administrativo;8261,43;4;0,0862;14,25;2022-07-04;2024-05-28;Não
EMP_46325;Coordenador de TI;2829,28;5;0,1343;11,47;2017-08-29;2024-07-25;Não
EMP_46326;Diretor de Operações;9350,99;4;0,0437;11,25;;2024-09-29;Não
EMP_46327;Estagiário;2122,32;5;0,0346;5,36;;2025-06-13;Não
EMP_46328;Auxiliar Administrativo;3246,76;1;0,09359999999999999;9,94;;;Não
EMP_46329;Coordenador de TI;6503,66;3;0,12560000000000002;4,76;2022-12-01;2024-11-03;Não
EMP_46330;Analista Financeiro;4938,49;1;0,193;8,07;;;Não
EMP_46331;Gerente de RH;5343,34;1;0,0992;14,54;;2023-11-26;Não
EMP_46332;Consultor de BI;4937,82;3;0,06309999999999999;9,1;;2025-02-06;Não
EMP_46333;Estagiário;4433,85;4;0,078;5,32;2021-08-03;2023-11-26;Não
EMP_46334;Gerente de RH;6633,95;3;0,10310000000000001;5,88;;2025-04-04;Não
EMP_46335;Analista Financeiro;5902,88;1;0,0969;9,39;;;Não
EMP_46336;Diretor de Operações;7769,67;3;0,1333;2,51;2024-10-08;2024-11-21;Não
EMP_46337;Analista de Dados;6160,34;2;0,1361;11,62;;2024-11-17;Não
EMP_46338;Diretor de Operações;5166,37;5;0,021099999999999997;13,88;;2025-01-23;Não
EMP_46339;Consultor de BI;7548,94;5;0,1217;15,01;;2025-03-16;Não
EMP_46340;Analista Financeiro;2335,52;2;0,0717;1,95;2025-01-23;2024-04-03;Não
EMP_46341;Diretor de Operações;1500,0;5;0,083;0,95;;2025-04-23;Não
EMP_46342;Desenvolvedor Python;2824,36;4;0,20629999999999998;15,12;;2024-02-24;Não
EMP_46343;Auxiliar Administrativo;5312,96;4;0,1369;12,83;2014-03-26;2023-07-10;Não
EMP_46344;Coordenador de TI;6782,94;5;0,1208;13,44;;2024-05-02;Não
EMP_46345;Coordenador de TI;1500,0;3;0,0781;9,41;;2024-09-12;Não
EMP_46346;Gerente de RH;5976,78;1;0,0986;9,34;2018-10-14;2025-02-04;Não
EMP_46347;Engenheiro de Dados;5290,84;1;0,15259999999999999;1,76;2025-02-10;;Não
EMP_46348;Consultor de BI;6273,92;4;0,15789999999999998;8,46;2024-03-23;2023-11-10;Não
EMP_46349;Analista Financeiro;2184,84;3;0,07139999999999999;1,7;;;Não
EMP_46350;Auxiliar Administrativo;11230,53;5;0,10439999999999999;5,55;2021-07-09;2025-05-01;Não
EMP_46351;Coordenador de TI;6065,01;3;0,1374;11,32;2019-10-18;2025-01-20;Não
EMP_46352;Desenvolvedor Python;3565,64;1;0,1826;14,84;;2024-11-20;Não
EMP_46353;Coordenador de TI;6258,88;4;0,087;13,12;2021-09-24;2024-04-20;Não
EMP_46354;Estagiário;8989,68;2;0,2102;0,5;;2024-04-20;Sim
EMP_46355;Estagiário;3426,7;1;0,1796;7,91;;2024-10-04;Não
EMP_46356;Analista de Dados;3010,39;2;0,0504;10,0;2016-09-22;2024-06-24;Não
EMP_46357;Analista Financeiro;5763,92;5;0,0794;4,23;;2023-12-29;Não
EMP_46358;Analista Financeiro;5934,59;2;0,10710000000000001;2,1;2025-01-22;;Não
EMP_46359;Engenheiro de Dados;7418,81;2;0,1822;2,64;2025-05-25;2024-12-03;Não
EMP_46360;Gerente de RH;8950,59;4;0,0689;12,87;;;Não
EMP_46361;Engenheiro de Dados;7560,0;2;0,0583;13,7;2020-01-06;;Não
EMP_46362;Engenheiro de Dados;3224,63;3;0,1378;1,44;2025-05-20;2023-09-20;Sim
EMP_46363;Diretor de Operações;3857,92;3;0,12119999999999999;3,34;;2023-11-06;Não
EMP_46364;Estagiário;4403,4;5;0,0364;5,6;;2024-05-06;Não
EMP_46365;Engenheiro de Dados;7555,35;1;0,24989999999999998;5,18;;2023-07-24;Não
EMP_46366;Engenheiro de Dados;7213,41;3;0,0;12,47;2017-09-24;2024-12-20;Não
EMP_46367;Estagiário;8523,07;1;0,0716;2,78;;;Não
EMP_46368;Consultor de BI;7116,23;1;0,14550000000000002;2,75;2023-12-08;2023-11-24;Não
EMP_46369;Auxiliar Administrativo;4745,06;4;0,14550000000000002;3,33;;2024-04-18;Não
EMP_46370;Analista de Dados;5606,4;3;0,018000000000000002;8,01;;;Não
EMP_46371;Consultor de BI;3077,16;4;0,1025;2,79;;2025-04-02;Não
EMP_46372;Consultor de BI;7256,29;5;0,0746;2,4;2024-08-20;2024-02-02;Não
EMP_46373;Estagiário;4747,88;3;0,0403;3,21;;2024-05-15;Não
EMP_46374;Coordenador de TI;8448,6;2;0,0738;4,56;;2025-03-01;Não
EMP_46375;Gerente de RH;7200,59;5;0,0635;6,85;;2024-05-29;Não
EMP_46376;Consultor de BI;9876,0;3;0,0837;5,7;;;Não
EMP_46377;Consultor de BI;6839,59;1;0,18719999999999998;1,37;;;Não
EMP_46378;Consultor de BI;6802,15;4;0,1002;6,01;;2024-12-25;Não
EMP_46379;Gerente de RH;5634,96;4;0,19870000000000002;14,9;;2024-03-07;Não
EMP_46380;Estagiário;5230,85;3;0,1151;5,96;;;Não
EMP_46381;Estagiário;5482,7;1;0,13269999999999998;9,53;2022-05-28;2024-02-23;Não
EMP_46382;Consultor de BI;7998,3;3;0,0794;14,58;2025-02-20;2024-10-17;Não
EMP_46383;Analista de Dados;3302,78;3;0,051;4,41;;2025-02-28;Não
EMP_46384;Analista Financeiro;6126,65;3;0,1862;8,79;2019-11-08;;Não
EMP_46385;Gerente de RH;2667,34;3;0,1265;12,17;2022-02-12;2024-02-08;Não
EMP_46386;Gerente de RH;6745,95;2;0,1375;5,0;2022-05-16;2024-04-10;Não
EMP_46387;Desenvolvedor Python;5082,94;4;0,1211;8,58;;2023-11-08;Não
EMP_46388;Analista de Dados;7007,24;5;0,1507;8,88;;2025-06-15;Não
EMP_46389;Estagiário;4515,0;5;0,1252;8,62;2018-05-27;;Não
EMP_46390;Coordenador de TI;5486,04;1;0,018000000000000002;3,0;2025-03-04;2023-10-30;Não
EMP_46391;Gerente de RH;7264,71;1;0,078;0,62;;2024-07-14;Sim
EMP_46392;Diretor de Operações;6251,76;2;0,0288;10,36;2023-02-24;2024-07-04;Não
EMP_46393;Engenheiro de Dados;9085,59;4;0,16510000000000002;2,49;;;Não
EMP_46394;Engenheiro de Dados;5036,91;3;0,0689;13,06;;2023-11-01;Não
EMP_46395;Auxiliar Administrativo;4864,02;4;0,1386;5,08;;2024-11-14;Não
EMP_46396;Gerente de RH;8473,58;5;0,0785;2,72;;2025-03-09;Não
EMP_46397;Analista Financeiro;5265,63;1;0,0548;6,56;;2024-03-28;Não
EMP_46398;Auxiliar Administrativo;5173,56;4;0,1243;1,78;;2025-05-21;Não
EMP_46399;Engenheiro de Dados;6766,2;2;0,1375;14,98;2013-05-23;;Não
EMP_46400;Diretor de Operações;5672,29;1;0,0719;3,04;2023-12-28;2023-08-06;Não
EMP_46401;Analista Financeiro;5376,91;1;0,0947;1,92;;;Não
EMP_46402;Auxiliar Administrativo;4614,01;2;0,0732;13,39;;2024-12-07;Não
EMP_46403;Analista de Dados;8724,65;4;0,19269999999999998;13,72;2023-03-21;2024-10-14;Não
EMP_46404;Estagiário;5698,71;4;0,1782;10,69;;2024-06-12;Não
EMP_46405;Diretor de Operações;4875,7;1;0,11689999999999999;13,72;2014-11-09;;Não
EMP_46406;Estagiário;5406,23;1;0,17149999999999999;1,28;2025-06-13;2025-02-16;Não
EMP_46407;Consultor de BI;6709,84;3;0,0;9,46;2020-11-13;2025-01-06;Não
EMP_46408;Gerente de RH;8922,57;4;0,09570000000000001;7,49;;;Não
EMP_46409;Coordenador de TI;5661,76;3;0,13269999999999998;11,17;;2024-06-16;Não
EMP_46410;Desenvolvedor Python;4274,41;1;0,18969999999999998;15,33;;;Não
EMP_46411;Auxiliar Administrativo;9837,74;5;0,11380000000000001;5,4;;2023-09-12;Não
EMP_46412;Consultor de BI;6271,1;2;0,1528;2,53;;2024-05-22;Não
EMP_46413;Analista Financeiro;5788,15;4;0,0999;2,17;;;Não
EMP_46414;Coordenador de TI;6143,67;3;0,0603;3,02;2025-04-27;;Não
EMP_46415;Engenheiro de Dados;3509,08;1;0,0352;3,72;2023-06-24;;Não
EMP_46416;Analista Financeiro;5909,19;1;0,0588;2,73;2024-07-17;2024-01-12;Não
EMP_46417;Coordenador de TI;7519,22;1;0,07980000000000001;6,99;;;Não
EMP_46418;Estagiário;8440,24;4;0,1067;12,31;;;Não
EMP_46419;Diretor de Operações;5283,58;1;0,1666;8,28;2022-11-24;2024-10-10;Não
EMP_46420;Coordenador de TI;6375,91;1;0,1318;7,38;2021-04-12;2024-07-13;Não
EMP_46421;Analista Financeiro;8475,95;1;0,0756;7,03;;2024-03-20;Não
EMP_46422;Analista Financeiro;6075,06;1;0,0274;3,25;;;Não
EMP_46423;Desenvolvedor Python;7438,95;5;0,1491;11,5;2017-02-18;;Não
EMP_46424;Analista de Dados;6848,62;4;0,057300000000000004;12,39;;2023-12-15;Não
EMP_46425;Diretor de Operações;4671,45;5;0,0495;6,82;2021-11-19;2023-11-25;Não
EMP_46426;Diretor de Operações;4167,73;4;0,0911;11,3;2024-12-14;;Não
EMP_46427;Gerente de RH;8118,64;5;0,0202;3,0;;2023-10-09;Não
EMP_46428;Consultor de BI;1500,0;5;0,0528;10,58;;2023-08-27;Não
EMP_46429;Estagiário;4662,75;4;0,0391;8,05;2018-11-06;2025-06-08;Não
EMP_46430;Estagiário;3209,4;3;0,1514;7,19;;;Não
EMP_46431;Diretor de Operações;8121,59;3;0,138;7,28;2025-04-02;2023-08-31;Não
EMP_46432;Analista Financeiro;8729,56;2;0,1015;15,34;;2023-09-23;Não
EMP_46433;Diretor de Operações;4551,33;1;0,1709;6,88;;;Não
EMP_46434;Auxiliar Administrativo;11529,81;4;0,0616;6,31;;;Não
EMP_46435;Consultor de BI;8754,43;2;0,1631;9,55;;;Não
EMP_46436;Engenheiro de Dados;6394,31;1;0,084;8,8;2023-10-08;2024-05-27;Não
EMP_46437;Desenvolvedor Python;8999,98;4;0,1418;12,77;2023-04-21;2025-02-27;Não
EMP_46438;Diretor de Operações;4716,54;3;0,141;7,96;;2024-03-26;Não
EMP_46439;Auxiliar Administrativo;5446,82;4;0,1092;13,25;2019-10-11;;Não
EMP_46440;Estagiário;6926,42;1;0,0739;7,2;;;Não
EMP_46441;Auxiliar Administrativo;4615,9;2;0,1419;8,3;;2024-07-14;Não
EMP_46442;Estagiário;3431,38;2;0,1557;14,53;2019-12-11;2025-05-13;Não
EMP_46443;Auxiliar Administrativo;4124,02;1;0,0967;12,92;;;Não
EMP_46444;Auxiliar Administrativo;5606,63;5;0,1018;12,52;2018-12-19;2024-12-26;Não
EMP_46445;Gerente de RH;6938,63;3;0,0196;1,03;2025-06-18;2025-06-22;Não
EMP_46446;Coordenador de TI;5324,22;5;0,16;2,2;;2024-11-23;Não
EMP_46447;Auxiliar Administrativo;2720,32;5;0,14730000000000001;8,79;;2025-01-24;Não
EMP_46448;Auxiliar Administrativo;6940,64;4;0,0;3,38;;2024-10-02;Não
EMP_46449;Diretor de Operações;8546,75;5;0,1414;3,48;;2024-06-23;Não
EMP_46450;Diretor de Operações;4680,11;3;0,078;4,02;;2024-12-18;Não
EMP_46451;Coordenador de TI;9325,58;2;0,12240000000000001;3,15;2023-11-11;2025-01-07;Não
EMP_46452;Gerente de RH;7737,75;3;0,1079;14,3;2022-03-03;2025-06-21;Não
EMP_46453;Diretor de Operações;3891,68;1;0,10859999999999999;7,56;;2023-08-10;Não
EMP_46454;Estagiário;4704,18;4;0,1425;12,51;2015-05-28;2024-08-20;Não
EMP_46455;Auxiliar Administrativo;5374,04;2;0,05;6,04;2022-07-21;;Não
EMP_46456;Analista Financeiro;5629,45;4;0,1821;3,44;2024-10-18;2024-09-09;Não
EMP_46457;Coordenador de TI;1500,0;4;0,1108;4,75;2024-01-07;2023-07-25;Não
EMP_46458;Engenheiro de Dados;4493,68;3;0,0672;0,85;;2023-07-26;Sim
EMP_46459;Engenheiro de Dados;4892,73;1;0,0;10,63;;2025-03-10;Não
EMP_46460;Estagiário;9781,12;4;0,1805;14,38;;2024-08-14;Não
EMP_46461;Auxiliar Administrativo;6453,85;1;0,0947;3,47;;2024-10-05;Não
EMP_46462;Estagiário;4403,97;4;0,1134;1,24;2025-05-05;;Não
EMP_46463;Consultor de BI;5122,94;4;0,0721;14,11;2019-11-19;2023-12-15;Não
EMP_46464;Estagiário;6850,18;3;0,1293;10,28;;2025-04-23;Não
EMP_46465;Coordenador de TI;5244,09;3;0,1796;11,31;2019-11-14;2023-12-13;Não
EMP_46466;Consultor de BI;4829,31;4;0,050499999999999996;14,04;;2024-07-03;Não
EMP_46467;Coordenador de TI;4893,58;2;0,0781;8,3;;;Não
EMP_46468;Desenvolvedor Python;6959,46;3;0,12140000000000001;8,48;;2024-05-11;Não
EMP_46469;Coordenador de TI;3236,57;5;0,0677;13,57;;2023-09-27;Não
EMP_46470;Gerente de RH;3826,2;1;0,1333;9,38;2018-11-30;2023-12-05;Não
EMP_46471;Auxiliar Administrativo;4144,71;1;0,2192;6,15;2022-03-14;2024-12-22;Não
EMP_46472;Engenheiro de Dados;3791,81;5;0,064;11,62;;2024-04-26;Não
EMP_46473;Coordenador de TI;4352,73;4;0,0849;7,38;2025-01-23;2024-03-25;Não
EMP_46474;Desenvolvedor Python;7793,72;2;0,1036;5,49;2025-01-23;;Não
EMP_46475;Consultor de BI;8072,71;5;0,1726;2,82;;2024-10-21;Não
EMP_46476;Desenvolvedor Python;6543,41;5;0,0729;4,47;2022-03-12;2024-05-26;Não
EMP_46477;Analista de Dados;6429,63;5;0,1518;7,78;;2023-11-30;Não
EMP_46478;Consultor de BI;4660,04;2;0,0906;9,6;2017-04-07;2024-06-30;Não
EMP_46479;Analista de Dados;1837,81;2;0,0507;13,27;;;Não
EMP_46480;Analista de Dados;6287,7;5;0,09720000000000001;2,91;;2024-11-19;Não
EMP_46481;Auxiliar Administrativo;6595,47;2;0,0552;15,13;;2023-09-12;Não
EMP_46482;Consultor de BI;4652,65;5;0,029300000000000003;12,56;;;Não
EMP_46483;Desenvolvedor Python;3847,86;1;0,147;7,93;2025-01-29;;Não
EMP_46484;Consultor de BI;3453,17;3;0,0756;3,29;2024-12-07;2024-11-11;Não
EMP_46485;Gerente de RH;6335,27;5;0,1368;8,39;2021-08-13;2024-01-20;Não
EMP_46486;Estagiário;6163,81;2;0,0519;15,28;;;Não
EMP_46487;Desenvolvedor Python;8389,11;1;0,07519999999999999;15,04;2014-10-18;;Não
EMP_46488;Estagiário;4389,11;4;0,09939999999999999;6,58;;2024-08-17;Não
EMP_46489;Diretor de Operações;5424,13;3;0,0679;0,66;;2023-11-24;Sim
EMP_46490;Desenvolvedor Python;6034,4;1;0,099;11,47;;2023-08-21;Não
EMP_46491;Estagiário;4900,28;2;0,0291;13,62;2015-10-23;2025-04-01;Não
EMP_46492;Gerente de RH;7678,03;5;0,1572;11,89;;2024-05-06;Não
EMP_46493;Estagiário;8476,29;3;0,11019999999999999;3,73;;2025-04-07;Não
EMP_46494;Coordenador de TI;3788,87;4;0,0;10,27;2022-08-10;2024-07-01;Não
EMP_46495;Auxiliar Administrativo;5083,83;1;0,08839999999999999;1,4;2025-03-08;;Não
EMP_46496;Gerente de RH;8649,11;4;0,12539999999999998;5,08;2024-02-14;2024-10-14;Não
EMP_46497;Diretor de Operações;6646,33;1;0,0171;14,59;;2025-04-20;Não
EMP_46498;Diretor de Operações;6234,42;4;0,09210000000000002;13,46;2015-03-27;2025-03-13;Não
EMP_46499;Coordenador de TI;6682,48;1;0,1322;1,96;;2024-03-08;Não
EMP_46500;Consultor de BI;7311,78;3;0,1344;10,47;;2023-08-11;Não
EMP_46501;Engenheiro de Dados;6778,33;1;0,051100000000000007;1,81;2025-02-06;;Não
EMP_46502;Analista de Dados;6427,19;5;0,0301;11,63;;;Não
EMP_46503;Gerente de RH;6019,15;2;0,0338;9,38;;2023-07-02;Não
EMP_46504;Analista Financeiro;8696,45;5;0,11220000000000001;1,16;2025-06-10;;Não
EMP_46505;Estagiário;5467,43;1;0,0947;8,98;;2023-10-19;Não
EMP_46506;Engenheiro de Dados;6002,47;3;0,039599999999999996;7,61;;2024-05-23;Não
EMP_46507;Engenheiro de Dados;9103,99;2;0,1295;8,19;;2024-09-19;Não
EMP_46508;Diretor de Operações;6651,45;5;0,1151;3,22;2025-03-09;2024-09-17;Não
EMP_46509;Engenheiro de Dados;5866,83;2;0,1348;7,7;;2025-03-05;Não
EMP_46510;Consultor de BI;7261,49;5;0,1507;12,39;;;Não
EMP_46511;Analista de Dados;6454,58;1;0,1106;4,82;;2024-11-16;Não
EMP_46512;Consultor de BI;4521,77;4;0,127;11,41;2019-09-27;2023-07-17;Não
EMP_46513;Consultor de BI;6490,2;1;0,1159;3,5;;2023-11-06;Não
EMP_46514;Coordenador de TI;4382,47;5;0,2126;9,51;;;Não
EMP_46515;Auxiliar Administrativo;9653,54;4;0,0664;13,86;;2023-12-11;Não
EMP_46516;Auxiliar Administrativo;6477,55;5;0,07719999999999999;5,9;;2024-05-28;Não
EMP_46517;Analista de Dados;4123,59;1;0,0;14,23;;;Não
EMP_46518;Engenheiro de Dados;5214,74;2;0,032400000000000005;14,68;;2024-06-13;Não
EMP_46519;Estagiário;7519,16;2;0,0975;1,31;2025-03-28;2024-04-02;Não
