ID do Colaborador;Dias de Falta;Dias de Licença Médica;Dias de Férias Usufruídos;Banco de Horas;Horas Extras;Quantidade de Atrasos
EMP_46787;0;3;14;-48;17;5
EMP_46788;4;5;6;0;40;5
EMP_46789;3;2;11;-4;91;0
EMP_46790;1;4;15;171;83;8
EMP_46791;2;1;15;42;18;3
EMP_46792;3;3;9;-50;24;6
EMP_46793;2;6;17;-7;77;5
EMP_46794;2;3;18;99;98;3
EMP_46795;0;5;10;-36;44;3
EMP_46796;7;1;11;-49;37;5
EMP_46797;1;2;20;61;69;6
EMP_46798;3;3;18;129;19;9
EMP_46799;3;5;14;96;15;4
EMP_46800;1;4;19;-63;37;7
EMP_46801;0;2;17;152;77;4
EMP_46802;1;2;13;47;77;0
EMP_46803;2;4;21;187;44;3
EMP_46804;2;2;16;88;82;6
EMP_46805;1;6;19;-97;60;2
EMP_46806;1;4;24;174;82;8
EMP_46807;0;0;14;192;6;5
EMP_46808;4;1;15;-86;48;1
EMP_46809;3;2;15;-58;6;4
EMP_46810;3;3;19;-35;16;2
EMP_46811;6;4;24;68;92;7
EMP_46812;3;3;20;-40;75;1
EMP_46813;1;1;13;90;53;5
EMP_46814;3;4;15;197;65;5
EMP_46815;1;2;10;-12;80;6
EMP_46816;2;5;18;119;98;3
EMP_46817;1;2;13;63;29;8
EMP_46818;0;2;18;-86;17;0
EMP_46819;2;4;20;101;33;7
EMP_46820;3;3;17;103;58;9
EMP_46821;1;5;16;7;27;1
EMP_46822;2;0;14;56;55;8
EMP_46823;3;4;17;93;21;7
EMP_46824;4;6;14;153;46;9
EMP_46825;0;1;16;-68;85;4
EMP_46826;2;5;16;26;75;5
EMP_46827;4;6;15;26;43;3
EMP_46828;0;5;17;96;80;8
EMP_46829;1;3;16;71;21;7
EMP_46830;2;5;8;-24;63;5
EMP_46831;3;7;16;-83;81;5
EMP_46832;2;4;15;69;65;7
EMP_46833;5;3;14;140;84;8
EMP_46834;2;0;13;116;16;4
EMP_46835;2;2;14;-59;28;7
EMP_46836;3;3;15;102;8;3
EMP_46837;2;2;14;122;11;6
EMP_46838;4;2;10;178;10;6
EMP_46839;2;3;20;-5;23;2
EMP_46840;0;2;18;83;42;4
EMP_46841;0;3;10;-66;29;4
EMP_46842;2;5;13;1;77;9
EMP_46843;0;8;17;2;86;6
EMP_46844;2;4;18;-75;34;3
EMP_46845;3;5;21;12;36;3
EMP_46846;3;2;11;-95;6;12
EMP_46847;1;4;19;127;34;5
EMP_46848;2;5;15;72;28;4
EMP_46849;0;0;14;49;98;7
EMP_46850;3;4;13;-28;85;5
EMP_46851;2;3;13;-8;48;5
EMP_46852;6;2;19;78;99;5
EMP_46853;3;4;14;162;11;7
EMP_46854;3;4;12;76;24;4
EMP_46855;4;2;11;48;32;4
EMP_46856;1;4;13;73;10;3
EMP_46857;2;2;20;126;46;7
EMP_46858;1;3;23;36;97;8
EMP_46859;1;2;8;109;51;3
EMP_46860;0;0;15;39;70;7
EMP_46861;1;1;11;-27;65;1
EMP_46862;2;1;21;-5;40;5
EMP_46863;2;1;15;136;40;5
EMP_46864;0;3;16;145;82;2
EMP_46865;0;1;7;45;35;7
EMP_46866;1;4;16;-19;61;4
EMP_46867;2;1;15;182;99;3
EMP_46868;3;2;17;199;86;3
EMP_46869;1;6;18;17;51;5
EMP_46870;0;2;12;49;69;2
EMP_46871;1;5;15;106;98;7
EMP_46872;5;3;17;-54;29;4
EMP_46873;3;7;15;8;66;4
EMP_46874;2;1;14;33;71;8
EMP_46875;5;3;21;200;32;2
EMP_46876;4;1;17;13;97;6
EMP_46877;1;1;17;117;53;2
EMP_46878;0;2;19;-53;49;3
EMP_46879;2;7;13;170;68;3
EMP_46880;2;5;18;53;100;5
EMP_46881;2;1;9;-11;48;5
EMP_46882;1;6;16;-24;39;6
EMP_46883;3;4;6;-44;35;6
EMP_46884;1;2;18;58;86;6
EMP_46885;1;3;19;4;28;8
EMP_46886;3;3;19;-77;67;7
EMP_46887;4;0;10;-83;69;7
EMP_46888;0;4;10;-70;26;7
EMP_46889;1;4;10;-73;87;6
EMP_46890;1;6;14;65;93;5
EMP_46891;3;2;13;-14;72;6
EMP_46892;1;2;13;137;92;4
EMP_46893;3;4;15;181;29;4
EMP_46894;0;1;16;160;14;3
EMP_46895;3;5;13;175;48;4
EMP_46896;1;7;13;182;83;2
EMP_46897;3;2;15;10;33;6
EMP_46898;1;3;12;-11;32;4
EMP_46899;2;2;9;79;88;3
EMP_46900;2;4;13;6;99;4
EMP_46901;1;1;13;116;68;6
EMP_46902;0;1;25;82;26;4
EMP_46903;0;4;20;65;67;4
EMP_46904;4;3;19;144;35;6
EMP_46905;3;5;16;-85;46;2
EMP_46906;2;2;22;91;94;7
EMP_46907;2;3;14;180;42;1
EMP_46908;3;2;10;37;31;8
EMP_46909;2;1;17;-82;57;7
EMP_46910;1;2;10;24;18;5
EMP_46911;6;1;10;-9;74;3
EMP_46912;3;2;17;62;14;6
EMP_46913;0;3;17;-45;81;8
EMP_46914;1;3;12;-46;58;3
EMP_46915;2;7;15;-25;14;5
EMP_46916;0;6;17;-99;91;6
EMP_46917;2;4;19;186;22;8
EMP_46918;3;1;23;-68;12;7
EMP_46919;2;5;17;107;60;7
EMP_46920;3;5;22;162;92;2
EMP_46921;6;2;17;180;24;3
EMP_46922;2;2;12;17;35;8
EMP_46923;1;5;14;7;68;4
EMP_46924;0;4;15;-12;64;3
EMP_46925;0;3;10;84;34;2
EMP_46926;4;1;11;-6;57;5
EMP_46927;2;2;15;84;0;9
EMP_46928;1;3;21;122;12;5
EMP_46929;4;1;12;-60;97;6
EMP_46930;1;4;21;-87;73;2
EMP_46931;3;6;13;78;28;4
EMP_46932;4;2;17;-100;8;11
EMP_46933;1;2;20;-26;62;3
EMP_46934;4;3;11;45;18;5
EMP_46935;1;2;14;3;77;7
EMP_46936;2;3;10;87;96;8
EMP_46937;3;2;14;194;69;6
EMP_46938;3;4;14;89;43;11
EMP_46939;2;6;16;160;51;7
EMP_46940;2;4;15;-65;78;7
EMP_46941;1;2;17;25;71;6
EMP_46942;0;5;13;129;50;6
EMP_46943;3;3;12;91;44;7
EMP_46944;1;4;13;21;60;4
EMP_46945;0;1;11;190;47;2
EMP_46946;1;1;10;91;21;6
EMP_46947;4;2;10;110;77;6
EMP_46948;1;9;15;107;78;3
EMP_46949;1;3;17;118;52;6
EMP_46950;1;6;17;98;58;5
EMP_46951;1;4;10;44;93;5
EMP_46952;2;2;13;109;31;3
EMP_46953;0;0;14;5;40;3
EMP_46954;3;5;13;180;2;5
EMP_46955;1;6;16;84;90;7
EMP_46956;3;3;8;167;53;7
EMP_46957;2;4;13;-11;45;4
EMP_46958;2;4;15;-79;20;8
EMP_46959;1;1;11;99;1;2
EMP_46960;1;1;9;161;5;6
EMP_46961;2;5;16;86;44;10
EMP_46962;1;1;10;-21;10;5
EMP_46963;1;4;14;-8;45;5
EMP_46964;3;5;20;-49;10;7
EMP_46965;1;2;14;85;45;8
EMP_46966;1;4;14;194;54;8
EMP_46967;4;4;12;34;62;6
EMP_46968;0;2;15;197;35;6
EMP_46969;1;5;12;112;65;6
EMP_46970;0;0;11;55;65;5
EMP_46971;3;3;15;157;57;4
EMP_46972;2;4;17;44;48;6
EMP_46973;0;7;18;154;21;8
EMP_46974;2;4;13;-46;54;3
EMP_46975;1;4;19;197;2;8
EMP_46976;2;0;13;138;53;4
EMP_46977;2;2;13;178;51;0
EMP_46978;1;0;14;142;29;1
EMP_46979;0;3;8;99;67;3
EMP_46980;4;3;21;-56;82;11
EMP_46981;1;1;14;193;76;6
EMP_46982;2;3;16;-90;84;11
EMP_46983;0;3;20;114;29;5
EMP_46984;3;1;27;93;0;6
EMP_46985;2;3;16;6;47;4
EMP_46986;2;2;19;63;16;5
EMP_46987;1;0;21;38;41;3
EMP_46988;4;3;10;110;88;7
EMP_46989;0;2;9;127;6;3
EMP_46990;6;1;15;-60;69;5
EMP_46991;2;6;22;69;64;7
EMP_46992;0;1;15;169;93;5
EMP_46993;1;4;11;12;97;6
EMP_46994;4;4;17;21;99;4
EMP_46995;1;4;18;197;40;0
EMP_46996;1;3;18;101;47;8
EMP_46997;2;2;11;-28;7;2
EMP_46998;2;4;25;-92;93;5
EMP_46999;4;3;23;-75;45;8
EMP_47000;1;5;18;-22;14;4
EMP_47001;3;0;6;8;30;5
EMP_47002;2;3;16;6;3;4
EMP_47003;2;1;15;199;1;6
EMP_47004;5;4;10;66;60;1
EMP_47005;2;3;12;41;88;2
EMP_47006;1;0;22;-9;92;2
EMP_47007;0;5;15;61;26;5
EMP_47008;2;0;15;-1;52;4
EMP_47009;1;1;19;-54;84;2
EMP_47010;4;4;17;41;84;5
EMP_47011;3;3;19;117;54;4
EMP_47012;4;3;20;135;67;6
EMP_47013;3;0;16;38;47;8
EMP_47014;4;4;11;46;12;7
EMP_47015;4;2;12;135;10;2
EMP_47016;2;3;14;72;93;6
EMP_47017;2;1;12;-55;4;8
EMP_47018;2;1;21;18;62;6
EMP_47019;4;1;24;-63;55;3
EMP_47020;0;2;20;-56;33;8
EMP_47021;3;2;17;187;73;3
EMP_47022;2;1;17;174;8;3
EMP_47023;6;3;14;-45;19;3
EMP_47024;2;2;12;172;3;4
EMP_47025;0;2;14;-18;87;3
EMP_47026;3;1;15;-93;69;4
EMP_47027;1;5;10;-3;47;4
EMP_47028;3;3;17;-40;73;6
EMP_47029;0;3;14;163;96;7
EMP_47030;1;3;17;-93;8;4
EMP_47031;2;3;15;-58;92;4
EMP_47032;0;2;23;-73;25;5
EMP_47033;2;1;10;31;7;5
EMP_47034;1;5;17;83;26;3
EMP_47035;2;0;18;120;0;4
EMP_47036;4;4;15;87;37;4
EMP_47037;0;1;19;-98;43;4
EMP_47038;0;3;21;-39;0;6
EMP_47039;1;4;15;197;27;4
EMP_47040;1;4;15;-45;54;5
EMP_47041;2;3;14;-15;48;7
EMP_47042;1;3;17;80;69;6
EMP_47043;3;0;9;136;99;4
EMP_47044;1;2;24;99;30;3
EMP_47045;2;6;20;88;100;2
EMP_47046;2;6;15;147;17;3
EMP_47047;0;4;14;91;13;2
EMP_47048;1;4;15;-37;75;5
EMP_47049;1;5;15;-35;84;7
EMP_47050;4;2;15;39;82;3
EMP_47051;1;2;16;-73;48;4
EMP_47052;0;8;15;75;29;3
EMP_47053;2;3;21;141;0;4
EMP_47054;2;5;9;-6;80;6
EMP_47055;0;3;11;41;18;8
EMP_47056;1;2;14;-34;15;4
EMP_47057;2;4;16;20;55;5
EMP_47058;0;5;12;38;97;8
EMP_47059;0;5;19;-21;66;10
EMP_47060;0;1;11;155;88;9
EMP_47061;3;3;13;103;61;5
EMP_47062;2;1;14;177;84;4
EMP_47063;3;3;12;-14;18;9
EMP_47064;2;3;13;128;86;7
EMP_47065;0;2;12;-46;94;3
EMP_47066;1;0;13;-14;63;4
EMP_47067;3;2;17;85;58;4
EMP_47068;2;3;15;37;67;8
EMP_47069;2;0;18;118;23;4
EMP_47070;0;4;15;-67;22;8
EMP_47071;1;3;16;-54;12;6
EMP_47072;3;3;19;-10;25;3
EMP_47073;3;1;11;-49;86;7
EMP_47074;4;1;20;123;22;2
EMP_47075;3;5;17;-1;81;6
EMP_47076;1;1;14;121;19;5
EMP_47077;1;3;15;3;37;6
EMP_47078;1;2;19;-5;48;4
EMP_47079;1;4;11;140;93;2
EMP_47080;3;3;20;162;92;4
EMP_47081;1;3;19;144;71;3
EMP_47082;1;2;19;54;26;12
EMP_47083;3;0;14;136;60;5
EMP_47084;0;4;14;121;13;8
EMP_47085;4;1;16;-36;15;3
EMP_47086;3;4;15;192;83;9
EMP_47087;1;2;10;63;20;1
EMP_47088;2;2;16;19;8;4
EMP_47089;2;3;9;139;18;8
EMP_47090;0;2;18;155;24;5
EMP_47091;2;3;16;195;17;6
EMP_47092;0;3;18;-52;19;3
EMP_47093;2;7;20;117;15;2
EMP_47094;1;3;11;4;52;7
EMP_47095;2;4;18;167;59;2
EMP_47096;0;3;13;14;75;5
EMP_47097;5;3;15;81;67;6
EMP_47098;2;3;16;177;85;7
EMP_47099;1;1;16;-11;5;8
EMP_47100;1;3;14;56;10;1
EMP_47101;1;3;15;-97;87;2
EMP_47102;1;4;18;107;49;5
EMP_47103;2;2;11;-9;23;9
EMP_47104;1;2;16;76;50;3
EMP_47105;2;2;12;195;9;7
EMP_47106;1;0;18;-99;81;4
EMP_47107;4;6;12;193;66;4
EMP_47108;1;2;8;-24;48;2
EMP_47109;3;4;15;144;36;0
EMP_47110;2;2;10;62;74;4
EMP_47111;3;2;17;162;8;3
EMP_47112;1;2;13;147;9;5
EMP_47113;2;3;15;137;23;3
EMP_47114;4;4;17;68;23;4
EMP_47115;0;2;17;-45;40;9
EMP_47116;1;3;11;145;65;5
EMP_47117;2;1;14;173;60;3
EMP_47118;3;5;12;187;63;5
EMP_47119;4;2;16;111;75;5
EMP_47120;2;0;14;38;24;2
EMP_47121;2;3;18;23;45;4
EMP_47122;0;2;20;35;35;7
EMP_47123;0;2;14;-41;66;4
EMP_47124;2;3;8;-25;41;6
EMP_47125;2;2;17;187;25;2
EMP_47126;5;4;21;133;8;3
EMP_47127;1;5;10;46;27;9
EMP_47128;3;3;9;-6;13;3
EMP_47129;2;1;13;-75;90;3
EMP_47130;3;6;20;137;23;7
EMP_47131;1;5;12;-2;68;6
EMP_47132;0;3;16;83;38;6
EMP_47133;0;5;12;99;79;4
EMP_47134;1;5;12;172;71;5
EMP_47135;4;2;13;-34;12;6
EMP_47136;2;3;14;132;39;8
EMP_47137;3;4;10;95;86;1
EMP_47138;2;0;11;-13;4;5
EMP_47139;1;2;17;52;15;3
EMP_47140;3;1;15;195;52;3
EMP_47141;5;2;15;-61;49;9
EMP_47142;3;5;13;152;50;4
EMP_47143;1;3;10;-35;45;8
EMP_47144;3;3;26;-46;68;5
EMP_47145;1;7;12;27;0;3
EMP_47146;2;0;16;138;88;7
EMP_47147;3;2;17;193;58;6
EMP_47148;3;3;14;-8;38;5
EMP_47149;0;5;17;-82;51;4
EMP_47150;1;3;17;76;80;4
EMP_47151;1;6;13;-27;6;5
EMP_47152;2;2;11;171;52;6
EMP_47153;0;2;19;103;2;5
EMP_47154;0;4;13;26;4;7
EMP_47155;7;2;20;-49;30;3
EMP_47156;0;5;15;113;8;7
EMP_47157;2;2;14;197;63;6
EMP_47158;3;2;18;161;50;3
EMP_47159;2;0;18;90;34;7
EMP_47160;1;2;13;28;27;5
EMP_47161;6;2;22;-61;33;7
EMP_47162;2;2;20;-42;51;4
EMP_47163;0;4;13;-45;50;8
EMP_47164;4;2;15;68;93;7
EMP_47165;1;1;16;163;71;1
EMP_47166;2;3;14;-12;57;8
EMP_47167;1;3;16;-84;42;3
EMP_47168;2;5;10;72;11;5
EMP_47169;1;2;11;141;92;7
EMP_47170;2;2;15;197;47;6
EMP_47171;1;0;12;12;4;6
EMP_47172;3;2;27;84;5;5
EMP_47173;4;4;18;18;45;2
EMP_47174;0;3;16;109;87;6
EMP_47175;0;3;22;118;32;9
EMP_47176;3;4;15;119;82;7
EMP_47177;1;3;15;135;32;5
EMP_47178;3;0;16;-34;2;6
EMP_47179;2;4;15;127;86;4
EMP_47180;1;1;13;-96;48;10
EMP_47181;0;1;14;175;71;5
EMP_47182;3;1;18;92;17;3
EMP_47183;2;4;16;123;54;9
EMP_47184;1;2;15;82;53;7
EMP_47185;2;3;25;36;41;5
EMP_47186;1;2;3;18;61;4
EMP_47187;4;2;16;-85;64;2
EMP_47188;0;5;11;-26;20;6
EMP_47189;5;2;17;44;70;3
EMP_47190;5;6;11;-66;45;5
EMP_47191;0;4;14;47;60;3
EMP_47192;2;5;15;-65;85;7
EMP_47193;2;4;14;27;6;6
EMP_47194;3;7;14;-35;3;4
EMP_47195;2;1;11;160;61;3
EMP_47196;1;3;16;165;67;4
EMP_47197;4;3;17;-91;90;4
EMP_47198;2;4;16;184;52;3
EMP_47199;2;2;23;58;60;6
EMP_47200;1;2;15;173;70;7
EMP_47201;3;3;18;-21;46;6
EMP_47202;5;7;17;-23;47;6
EMP_47203;4;3;19;152;33;0
EMP_47204;1;3;16;-70;98;9
EMP_47205;1;4;18;18;82;1
EMP_47206;0;4;11;-77;75;5
EMP_47207;3;3;15;25;72;4
EMP_47208;1;4;16;97;0;3
EMP_47209;6;3;16;62;13;2
EMP_47210;2;5;19;-7;17;5
EMP_47211;2;2;18;-76;35;5
EMP_47212;3;1;15;-5;44;2
EMP_47213;1;4;19;186;99;5
EMP_47214;1;1;20;160;7;4
EMP_47215;6;3;13;-58;87;6
EMP_47216;3;6;14;153;57;5
EMP_47217;2;3;13;173;47;6
EMP_47218;0;1;13;152;71;8
EMP_47219;3;9;9;178;64;4
EMP_47220;2;5;20;121;20;8
EMP_47221;3;4;14;-76;95;9
EMP_47222;4;2;13;73;13;7
EMP_47223;3;2;13;-3;5;4
EMP_47224;0;2;16;-46;8;5
EMP_47225;0;4;17;107;69;5
EMP_47226;3;1;13;127;62;6
EMP_47227;4;6;17;140;82;3
EMP_47228;4;0;18;120;33;2
EMP_47229;0;0;19;16;30;6
EMP_47230;2;1;9;196;71;9
EMP_47231;0;2;15;146;90;5
EMP_47232;2;6;20;-94;81;7
EMP_47233;2;2;15;-32;42;5
EMP_47234;0;6;21;11;50;3
EMP_47235;2;5;12;11;45;4
EMP_47236;2;6;14;126;29;8
EMP_47237;2;2;18;-78;84;6
EMP_47238;3;2;16;141;32;5
EMP_47239;2;1;15;31;74;3
EMP_47240;0;3;13;117;14;2
EMP_47241;2;2;15;176;55;6
EMP_47242;5;7;20;-46;96;5
EMP_47243;0;1;19;127;28;7
EMP_47244;0;2;15;151;16;5
EMP_47245;2;2;14;73;33;2
EMP_47246;3;2;10;68;84;5
EMP_47247;2;2;13;186;80;3
EMP_47248;3;3;19;15;61;2
EMP_47249;2;1;12;-12;0;6
EMP_47250;3;2;8;-67;54;8
EMP_47251;1;6;11;119;97;6
EMP_47252;2;3;5;-86;61;1
EMP_47253;1;3;17;-18;94;6
EMP_47254;2;4;13;182;27;4
EMP_47255;4;9;10;-45;46;6
EMP_47256;5;6;20;199;68;7
EMP_47257;3;2;9;81;87;6
EMP_47258;4;2;18;-44;81;3
EMP_47259;1;0;13;87;34;6
EMP_47260;3;3;21;-7;55;7
EMP_47261;2;7;13;-12;40;5
EMP_47262;3;2;12;98;35;6
EMP_47263;6;1;20;89;32;5
EMP_47264;1;2;22;121;32;7
EMP_47265;0;3;23;68;93;7
EMP_47266;5;2;16;13;94;3
EMP_47267;2;4;16;-23;64;2
EMP_47268;2;4;20;33;31;6
EMP_47269;4;1;11;-65;86;5
EMP_47270;1;1;18;131;95;6
EMP_47271;3;0;14;46;50;8
EMP_47272;1;3;14;143;27;6
EMP_47273;4;1;13;-42;96;5
EMP_47274;2;5;24;187;13;4
EMP_47275;1;3;15;-89;22;5
EMP_47276;2;1;14;171;32;2
EMP_47277;2;1;10;-90;15;4
EMP_47278;0;6;21;56;19;5
EMP_47279;7;3;18;66;50;4
EMP_47280;2;4;13;-93;87;6
EMP_47281;2;3;18;38;33;4
EMP_47282;4;4;16;-97;0;4
EMP_47283;2;3;17;125;28;2
EMP_47284;2;2;12;193;100;5
EMP_47285;1;4;15;47;21;5
EMP_47286;2;5;16;196;74;7
EMP_47287;4;1;21;156;86;4
EMP_47288;2;4;13;35;41;3
EMP_47289;0;1;14;-21;5;10
EMP_47290;3;3;17;0;46;5
EMP_47291;2;5;18;165;45;6
EMP_47292;2;2;14;-76;68;7
EMP_47293;5;3;12;71;61;5
EMP_47294;2;2;13;78;61;7
EMP_47295;2;3;14;-54;73;4
EMP_47296;5;3;9;140;87;8
EMP_47297;2;4;21;-62;82;7
EMP_47298;2;1;10;75;92;3
EMP_47299;2;7;25;104;7;7
EMP_47300;2;4;11;34;68;3
EMP_47301;3;3;20;19;3;6
EMP_47302;3;8;14;175;14;8
EMP_47303;2;4;17;187;5;2
EMP_47304;3;1;18;151;86;8
EMP_47305;2;2;16;-6;78;8
EMP_47306;1;0;9;177;36;3
EMP_47307;5;2;8;23;43;4
EMP_47308;4;3;15;151;27;3
EMP_47309;2;1;21;-58;94;5
EMP_47310;0;1;19;46;97;10
EMP_47311;3;4;14;-56;72;4
EMP_47312;1;3;13;156;94;4
EMP_47313;2;2;9;156;43;5
EMP_47314;1;4;14;5;34;6
EMP_47315;3;1;14;182;8;8
EMP_47316;0;2;9;95;12;9
EMP_47317;3;2;16;4;43;1
EMP_47318;3;1;13;73;75;3
EMP_47319;1;3;23;178;85;4
EMP_47320;0;2;21;174;50;3
EMP_47321;2;3;19;-57;41;5
EMP_47322;2;0;17;57;52;5
EMP_47323;3;2;14;43;1;5
EMP_47324;2;5;25;61;40;9
EMP_47325;3;3;17;-19;34;8
EMP_47326;2;3;13;6;87;10
EMP_47327;5;6;18;-80;72;4
EMP_47328;0;1;13;178;49;2
EMP_47329;1;0;16;122;55;6
EMP_47330;3;0;11;175;9;3
EMP_47331;2;1;19;175;58;7
EMP_47332;5;2;18;-54;24;5
EMP_47333;2;1;16;-67;92;3
EMP_47334;4;1;14;-34;23;7
EMP_47335;4;5;16;57;78;11
EMP_47336;2;4;12;-62;70;4
EMP_47337;1;4;17;26;45;7
EMP_47338;1;3;14;128;60;4
EMP_47339;2;4;18;191;64;4
EMP_47340;1;3;14;-85;86;8
EMP_47341;1;1;16;44;7;6
EMP_47342;0;2;17;192;4;4
EMP_47343;3;1;20;170;21;5
EMP_47344;4;4;14;-3;51;8
EMP_47345;1;1;15;-43;5;3
EMP_47346;1;1;18;0;3;4
EMP_47347;1;3;13;67;8;5
EMP_47348;2;4;10;72;55;3
EMP_47349;4;3;18;-65;17;6
EMP_47350;2;1;17;-51;86;2
EMP_47351;0;5;9;-29;15;9
EMP_47352;1;2;20;-2;34;6
EMP_47353;3;1;11;-74;74;4
EMP_47354;0;2;12;127;34;5
EMP_47355;3;4;17;-63;73;3
EMP_47356;0;1;17;-75;19;7
EMP_47357;3;0;22;176;29;5
EMP_47358;1;4;13;160;77;7
EMP_47359;1;1;12;126;47;5
EMP_47360;2;1;21;62;5;6
EMP_47361;0;5;22;143;23;3
EMP_47362;2;2;9;148;52;6
EMP_47363;2;2;18;10;87;8
EMP_47364;8;5;15;5;4;6
EMP_47365;3;3;17;43;5;1
EMP_47366;4;2;18;-26;1;7
EMP_47367;4;3;20;198;14;6
EMP_47368;5;2;8;1;53;4
EMP_47369;2;2;20;-54;5;3
EMP_47370;2;2;14;-71;16;2
EMP_47371;3;2;15;136;96;6
EMP_47372;4;3;10;-64;21;3
EMP_47373;4;3;12;105;39;5
EMP_47374;4;3;20;94;27;7
EMP_47375;2;3;15;-78;74;5
EMP_47376;4;1;16;179;18;10
EMP_47377;7;2;11;-30;99;9
EMP_47378;1;3;17;6;46;5
EMP_47379;6;1;17;-16;66;7
EMP_47380;1;4;9;67;92;7
EMP_47381;1;4;14;44;92;4
EMP_47382;3;1;17;127;52;3
EMP_47383;2;2;16;-42;72;5
EMP_47384;1;2;17;70;28;2
EMP_47385;3;1;10;86;14;7
EMP_47386;4;5;11;1;82;4
EMP_47387;2;2;14;114;9;13
EMP_47388;4;1;11;-28;30;6
EMP_47389;1;4;20;-13;85;2
EMP_47390;1;5;19;199;91;6
EMP_47391;2;1;16;-69;36;3
EMP_47392;0;3;14;-66;98;6
EMP_47393;2;2;15;95;84;5
EMP_47394;3;3;10;67;21;3
EMP_47395;3;2;8;-21;7;5
EMP_47396;3;5;14;117;0;6
EMP_47397;6;4;17;118;31;6
EMP_47398;3;3;17;-63;41;6
EMP_47399;1;2;13;-72;47;5
EMP_47400;1;1;13;95;87;5
EMP_47401;2;5;12;181;19;3
EMP_47402;4;7;11;33;7;4
EMP_47403;3;2;14;105;5;4
EMP_47404;1;0;20;-51;73;7
EMP_47405;0;3;7;65;26;9
EMP_47406;3;3;12;54;78;3
EMP_47407;0;5;17;-24;83;6
EMP_47408;3;0;20;-99;36;5
EMP_47409;0;3;8;-74;19;2
EMP_47410;1;2;15;196;88;2
EMP_47411;3;3;17;144;53;0
EMP_47412;4;2;15;-44;5;4
EMP_47413;1;2;11;37;66;3
EMP_47414;5;1;15;-54;76;5
EMP_47415;1;5;21;149;72;5
EMP_47416;1;3;15;158;85;2
EMP_47417;5;8;15;-50;68;3
EMP_47418;2;0;16;-17;80;4
EMP_47419;4;2;16;-80;40;7
EMP_47420;4;4;17;-40;61;3
EMP_47421;1;6;13;192;39;4
EMP_47422;0;3;12;152;45;4
EMP_47423;3;7;22;41;8;5
EMP_47424;4;2;13;99;97;8
EMP_47425;0;4;21;-20;27;3
EMP_47426;5;2;13;66;36;0
EMP_47427;1;2;12;148;0;3
EMP_47428;1;6;17;88;100;2
EMP_47429;5;5;14;-37;94;6
EMP_47430;4;0;14;63;74;4
EMP_47431;3;4;9;27;78;3
EMP_47432;2;1;16;-35;19;4
EMP_47433;2;4;14;169;93;1
EMP_47434;1;1;11;125;8;6
EMP_47435;3;0;16;51;96;5
EMP_47436;1;1;16;-89;3;0
EMP_47437;2;4;12;161;92;4
EMP_47438;2;6;20;40;59;6
EMP_47439;1;1;14;-55;49;7
EMP_47440;2;2;18;190;7;4
EMP_47441;1;3;13;104;65;6
EMP_47442;0;3;10;-51;21;2
EMP_47443;2;2;19;174;94;3
EMP_47444;1;3;16;26;52;6
EMP_47445;2;4;7;-97;74;6
EMP_47446;1;1;24;48;34;6
EMP_47447;2;1;14;97;76;4
EMP_47448;2;7;22;-3;28;6
EMP_47449;3;3;12;50;56;6
EMP_47450;3;3;15;31;71;5
EMP_47451;4;3;20;123;20;7
EMP_47452;0;2;17;-99;22;9
EMP_47453;4;2;20;-97;77;1
EMP_47454;2;3;16;30;37;3
EMP_47455;1;7;19;178;16;6
EMP_47456;2;1;15;32;23;6
EMP_47457;3;3;16;170;13;5
EMP_47458;3;4;17;86;75;3
EMP_47459;0;4;13;148;31;9
EMP_47460;1;2;22;29;71;5
EMP_47461;3;2;16;-65;100;5
EMP_47462;0;1;10;-70;60;3
EMP_47463;2;3;12;-90;59;6
EMP_47464;0;5;12;-69;27;2
EMP_47465;1;3;16;25;34;3
EMP_47466;4;2;13;111;79;3
EMP_47467;1;1;15;-35;6;8
EMP_47468;5;6;16;-51;31;6
EMP_47469;4;1;17;144;31;3
EMP_47470;1;1;11;-32;30;4
EMP_47471;2;2;16;156;12;5
EMP_47472;2;4;17;39;2;5
EMP_47473;2;5;18;173;70;4
EMP_47474;1;1;11;15;77;11
EMP_47475;1;3;20;-20;82;3
EMP_47476;0;4;19;-54;56;6
EMP_47477;2;2;12;76;40;1
EMP_47478;2;3;21;174;72;6
EMP_47479;1;2;12;4;8;2
EMP_47480;3;2;10;126;11;6
EMP_47481;2;4;10;79;93;5
EMP_47482;2;9;13;96;88;6
EMP_47483;3;3;17;1;52;8
EMP_47484;1;5;11;111;95;4
EMP_47485;1;7;6;-29;92;3
EMP_47486;0;3;20;146;36;3
EMP_47487;3;5;12;-95;65;4
EMP_47488;0;1;20;-1;3;6
EMP_47489;0;3;12;8;35;4
EMP_47490;0;4;16;-98;20;6
EMP_47491;1;3;14;64;76;6
EMP_47492;1;4;16;169;56;6
EMP_47493;1;4;25;32;73;5
EMP_47494;1;2;16;-65;88;3
EMP_47495;4;3;11;181;85;6
EMP_47496;4;2;17;193;84;8
EMP_47497;3;2;14;71;63;4
EMP_47498;0;2;16;85;81;3
EMP_47499;3;3;16;50;35;7
EMP_47500;0;2;17;49;4;6
EMP_47501;2;3;21;-12;72;3
EMP_47502;6;3;11;177;90;6
EMP_47503;4;3;23;-60;30;7
EMP_47504;1;3;17;189;77;2
EMP_47505;2;2;16;57;6;4
EMP_47506;4;5;14;177;48;5
